Transaction Id,Customer Id,Customer Age,Gender,Annual Income,Region,Product Category,Purchase Quantity,Unit Price,Discount Applied,Transaction Date,Payment Method
TXN-201969,CUST-5489,45.0,Female,52082.49,West Zone,Apparel & Fashion,6,67.73,0.05,2025-01-02 16:49,NetBanking
TXN-201970,CUST-5877,45.0,Male,115496.51,East Zone,Beauty & Health,1,800.53,0.0,2025-01-02 16:50,UPI Payment
TXN-201971,CUST-5538,21.0,Female,67149.63,West Zone,Electronics,4,422.67,0.1,2025-01-02 16:51,NetBanking
TXN-201972,CUST-5047,39.0,Male,46469.59,West Zone,Books & Media,5,77.73,0.0,2025-01-02 16:52,UPI Payment
TXN-201973,CUST-5288,29.0,Female,86460.09,East Zone,Apparel & Fashion,7,739.1,0.1,2025-01-02 16:53,Digital Wallet
TXN-201974,CUST-5778,62.0,Female,87113.04,South Zone,Electronics,1,240.97,0.0,2025-01-02 16:54,NetBanking
TXN-201975,CUST-5016,20.0,Male,95145.91,North Zone,Electronics,4,177.44,0.05,2025-01-02 16:55,Credit Card
TXN-201976,CUST-5711,39.0,Female,100627.88,North Zone,Beauty & Health,4,242.75,0.0,2025-01-02 16:56,UPI Payment
TXN-201977,CUST-5401,61.0,Male,75092.73,East Zone,Books & Media,6,482.28,0.05,2025-01-02 16:57,NetBanking
TXN-201978,CUST-5919,19.0,Female,55527.74,East Zone,Books & Media,2,68.04,0.0,2025-01-02 16:58,Credit Card
TXN-201979,CUST-5794,41.0,Female,58251.59,South Zone,Apparel & Fashion,1,412.34,0.0,2025-01-02 16:59,Credit Card
TXN-201980,CUST-5981,51.0,Male,56596.61,East Zone,Apparel & Fashion,4,761.96,0.0,2025-01-02 17:00,Credit Card
TXN-201981,CUST-5086,44.0,Female,54530.53,East Zone,Electronics,3,164.41,0.0,2025-01-02 17:01,Credit Card
TXN-201982,CUST-5250,72.0,Female,84938.83,South Zone,Books & Media,4,285.19,0.0,2025-01-02 17:02,UPI Payment
TXN-201983,CUST-5391,58.0,Male,62013.34,South Zone,Books & Media,2,340.02,0.0,2025-01-02 17:03,NetBanking
TXN-201984,CUST-5782,18.0,Male,79971.3,West Zone,Apparel & Fashion,4,500.56,0.0,2025-01-02 17:04,Credit Card
TXN-201985,CUST-5335,25.0,Female,74515.56,East Zone,Home Electronics,6,781.81,0.0,2025-01-02 17:05,NetBanking
TXN-201986,CUST-5629,40.0,Female,41674.88,North Zone,Electronics,7,338.69,0.05,2025-01-02 17:06,NetBanking
TXN-201987,CUST-5519,55.0,Female,30232.23,East Zone,Books & Media,1,63.9,0.25,2025-01-02 17:07,Digital Wallet
TXN-201988,CUST-5137,23.0,Female,39121.74,North Zone,Beauty & Health,6,299.34,0.0,2025-01-02 17:08,NetBanking
TXN-201989,CUST-5883,39.0,Female,54105.93,North Zone,Beauty & Health,1,166.03,0.05,2025-01-02 17:09,UPI Payment
TXN-201990,CUST-5688,42.0,Male,64485.07,North Zone,Home Electronics,5,555.92,0.0,2025-01-02 17:10,UPI Payment
TXN-201991,CUST-5840,35.0,Female,50006.44,West Zone,Apparel & Fashion,1,30.21,0.0,2025-01-02 17:11,Credit Card
TXN-201992,CUST-5498,34.0,Female,75006.71,South Zone,Apparel & Fashion,5,252.03,0.0,2025-01-02 17:12,NetBanking
TXN-201993,CUST-5827,78.0,Female,52237.82,South Zone,Apparel & Fashion,6,465.9,0.0,2025-01-02 17:13,UPI Payment
TXN-201994,CUST-5727,29.0,Male,66753.71,West Zone,Beauty & Health,3,239.71,0.1,2025-01-02 17:14,UPI Payment
TXN-201995,CUST-5477,23.0,Male,64175.26,South Zone,Apparel & Fashion,2,470.82,0.0,2025-01-02 17:15,UPI Payment
TXN-201996,CUST-5594,43.0,Male,94087.01,West Zone,Beauty & Health,3,102.37,0.05,2025-01-02 17:16,Credit Card
TXN-201997,CUST-5223,44.0,Male,43958.04,East Zone,Home Electronics,5,801.7,0.0,2025-01-02 17:17,UPI Payment
TXN-201998,CUST-5990,25.0,Male,102855.75,West Zone,Electronics,4,251.17,0.0,2025-01-02 17:18,NetBanking
TXN-201999,CUST-5372,36.0,Female,51004.53,South Zone,Books & Media,4,784.97,0.0,2025-01-02 17:19,UPI Payment
TXN-202000,CUST-5935,77.0,Female,37208.95,South Zone,Home Electronics,3,280.67,0.05,2025-01-02 17:20,UPI Payment
TXN-202001,CUST-5995,59.0,Male,57987.07,East Zone,Beauty & Health,4,665.76,0.0,2025-01-02 17:21,Credit Card
TXN-202002,CUST-5402,18.0,Female,121942.57,West Zone,Home Electronics,5,213.41,0.0,2025-01-02 17:22,NetBanking
TXN-202003,CUST-5443,74.0,Male,78561.3,East Zone,Books & Media,6,571.12,0.0,2025-01-02 17:23,UPI Payment
TXN-202004,CUST-5490,46.0,Male,73154.84,North Zone,Electronics,2,278.88,0.25,2025-01-02 17:24,NetBanking
TXN-202005,CUST-5615,62.0,Male,76710.96,West Zone,Books & Media,7,435.48,0.0,2025-01-02 17:25,NetBanking
TXN-202006,CUST-5273,66.0,Female,47762.52,East Zone,Beauty & Health,1,574.54,0.05,2025-01-02 17:26,UPI Payment
TXN-202007,CUST-5526,52.0,Male,68031.82,East Zone,Books & Media,5,502.81,0.0,2025-01-02 17:27,Credit Card
TXN-202008,CUST-5159,57.0,Male,62046.29,South Zone,Home Electronics,7,492.17,0.0,2025-01-02 17:28,NetBanking
TXN-202009,CUST-5152,31.0,Male,95467.73,West Zone,Apparel & Fashion,5,60.97,0.1,2025-01-02 17:29,Digital Wallet
TXN-202010,CUST-5995,52.0,Female,59989.28,North Zone,Home Electronics,1,215.85,0.05,2025-01-02 17:30,UPI Payment
TXN-202011,CUST-5620,65.0,Male,55001.88,North Zone,Beauty & Health,1,488.42,0.0,2025-01-02 17:31,NetBanking
TXN-202012,CUST-5188,62.0,Female,40451.21,West Zone,Electronics,2,20.97,0.0,2025-01-02 17:32,NetBanking
TXN-202013,CUST-5813,37.0,Female,,West Zone,Books & Media,2,217.17,0.0,2025-01-02 17:33,NetBanking
TXN-202014,CUST-5098,73.0,Female,67419.61,East Zone,Electronics,2,199.05,0.05,2025-01-02 17:34,UPI Payment
TXN-202015,CUST-5131,66.0,Female,39770.62,South Zone,Beauty & Health,4,216.5,0.0,2025-01-02 17:35,Digital Wallet
TXN-202016,CUST-5805,30.0,Male,70383.53,South Zone,Books & Media,5,457.82,0.1,2025-01-02 17:36,NetBanking
TXN-202017,CUST-5171,78.0,Male,66313.82,South Zone,Home Electronics,6,496.97,0.0,2025-01-02 17:37,NetBanking
TXN-202018,CUST-5936,55.0,Female,80748.75,West Zone,Home Electronics,1,773.15,0.0,2025-01-02 17:38,Credit Card
TXN-202019,CUST-5986,66.0,Male,84428.81,South Zone,Beauty & Health,5,331.5,0.1,2025-01-02 17:39,UPI Payment
TXN-202020,CUST-5183,63.0,Female,63744.17,East Zone,Books & Media,7,788.0,0.25,2025-01-02 17:40,UPI Payment
TXN-202021,CUST-5983,66.0,Female,42827.25,West Zone,Home Electronics,5,556.08,0.0,2025-01-02 17:41,NetBanking
TXN-202022,CUST-5364,79.0,Female,46633.5,West Zone,Beauty & Health,2,776.24,0.1,2025-01-02 17:42,Credit Card
TXN-202023,CUST-5039,25.0,Female,94599.36,South Zone,Beauty & Health,2,709.37,0.1,2025-01-02 17:43,NetBanking
TXN-202024,CUST-5527,60.0,Other,65061.55,North Zone,Electronics,5,586.16,0.05,2025-01-02 17:44,NetBanking
TXN-202025,CUST-5888,37.0,Female,94303.84,North Zone,Home Electronics,2,306.23,0.25,2025-01-02 17:45,UPI Payment
TXN-202026,CUST-5497,77.0,Male,71224.19,East Zone,Books & Media,4,209.12,0.0,2025-01-02 17:46,Credit Card
TXN-202027,CUST-5516,50.0,Female,75944.11,South Zone,Home Electronics,1,193.31,0.05,2025-01-02 17:47,NetBanking
TXN-202028,CUST-5349,43.0,Male,79366.39,South Zone,Home Electronics,7,809.61,0.1,2025-01-02 17:48,UPI Payment
TXN-202029,CUST-5982,56.0,Male,39371.93,West Zone,Home Electronics,5,815.02,0.0,2025-01-02 17:49,NetBanking
TXN-202030,CUST-5921,38.0,Female,67678.59,West Zone,Beauty & Health,1,617.62,0.0,2025-01-02 17:50,NetBanking
TXN-202031,CUST-5397,70.0,Male,39115.52,South Zone,Apparel & Fashion,4,751.87,0.0,2025-01-02 17:51,Credit Card
TXN-202032,CUST-5722,66.0,Male,56729.12,West Zone,Apparel & Fashion,7,781.59,0.1,2025-01-02 17:52,Credit Card
TXN-202033,CUST-5161,81.0,Male,73843.14,South Zone,Electronics,2,437.51,0.05,2025-01-02 17:53,Credit Card
TXN-202034,CUST-5016,79.0,Female,43031.32,East Zone,Home Electronics,3,536.74,0.0,2025-01-02 17:54,NetBanking
TXN-202035,CUST-5493,59.0,Female,72347.74,West Zone,Apparel & Fashion,4,359.14,0.0,2025-01-02 17:55,Digital Wallet
TXN-202036,CUST-5426,60.0,Female,34280.17,South Zone,Electronics,3,358.92,0.0,2025-01-02 17:56,Credit Card
TXN-202037,CUST-5108,71.0,Male,83151.42,West Zone,Beauty & Health,1,37.95,0.0,2025-01-02 17:57,Digital Wallet
TXN-202038,CUST-5894,79.0,Female,49707.91,East Zone,Home Electronics,5,371.86,0.0,2025-01-02 17:58,Digital Wallet
TXN-202039,CUST-5450,58.0,Female,42998.33,West Zone,Books & Media,7,574.26,0.0,2025-01-02 17:59,Digital Wallet
TXN-202040,CUST-5311,26.0,Male,35445.92,South Zone,Beauty & Health,2,361.86,0.1,2025-01-02 18:00,UPI Payment
TXN-202041,CUST-5739,41.0,Male,51281.95,West Zone,Electronics,7,742.25,0.0,2025-01-02 18:01,NetBanking
TXN-202042,CUST-5170,54.0,Male,26709.18,West Zone,Beauty & Health,4,286.35,0.25,2025-01-02 18:02,Credit Card
TXN-202043,CUST-5546,66.0,Other,51854.62,South Zone,Books & Media,2,117.55,0.0,2025-01-02 18:03,NetBanking
TXN-202044,CUST-5414,58.0,Female,82340.51,North Zone,Beauty & Health,3,690.86,0.25,2025-01-02 18:04,NetBanking
TXN-202045,CUST-5251,34.0,Female,58508.84,West Zone,Electronics,3,574.65,0.0,2025-01-02 18:05,UPI Payment
TXN-202046,CUST-5759,41.0,Male,40215.91,West Zone,Books & Media,6,209.72,0.05,2025-01-02 18:06,UPI Payment
TXN-202047,CUST-5781,38.0,Female,66185.87,East Zone,Books & Media,7,458.53,0.0,2025-01-02 18:07,UPI Payment
TXN-202048,CUST-5141,68.0,Female,64551.07,North Zone,Beauty & Health,5,344.86,0.0,2025-01-02 18:08,NetBanking
TXN-202049,CUST-5274,76.0,Female,98197.28,East Zone,Books & Media,3,798.37,0.0,2025-01-02 18:09,Digital Wallet
TXN-202050,CUST-5416,56.0,Other,76628.34,South Zone,Beauty & Health,5,518.39,0.0,2025-01-02 18:10,NetBanking
TXN-202051,CUST-5608,72.0,Male,67653.57,South Zone,Home Electronics,6,139.26,0.05,2025-01-02 18:11,UPI Payment
TXN-202052,CUST-5739,58.0,Male,78743.73,East Zone,Books & Media,4,429.56,0.0,2025-01-02 18:12,NetBanking
TXN-202053,CUST-5891,56.0,Female,59513.95,West Zone,Beauty & Health,6,733.93,0.25,2025-01-02 18:13,UPI Payment
TXN-202054,CUST-5039,30.0,Female,60604.86,North Zone,Home Electronics,5,572.58,0.0,2025-01-02 18:14,UPI Payment
TXN-202055,CUST-5814,81.0,Female,92690.4,East Zone,Books & Media,3,716.95,0.25,2025-01-02 18:15,Credit Card
TXN-202056,CUST-5029,28.0,Male,31741.79,East Zone,Home Electronics,1,216.96,0.0,2025-01-02 18:16,Digital Wallet
TXN-202057,CUST-5958,63.0,Female,79906.99,South Zone,Books & Media,5,755.71,0.0,2025-01-02 18:17,UPI Payment
TXN-202058,CUST-5477,36.0,Male,59950.36,West Zone,Electronics,2,643.61,0.0,2025-01-02 18:18,Credit Card
TXN-202059,CUST-5318,28.0,Male,56607.45,North Zone,Electronics,1,621.07,0.1,2025-01-02 18:19,Digital Wallet
TXN-202060,CUST-5245,30.0,Female,51771.43,East Zone,Beauty & Health,7,298.15,0.0,2025-01-02 18:20,UPI Payment
TXN-202061,CUST-5748,80.0,Female,64842.97,North Zone,Apparel & Fashion,5,755.13,0.0,2025-01-02 18:21,Digital Wallet
TXN-202062,CUST-5697,63.0,Male,61194.7,North Zone,Electronics,2,544.27,0.0,2025-01-02 18:22,Digital Wallet
TXN-202063,CUST-5272,62.0,Male,54328.01,East Zone,Apparel & Fashion,7,724.88,0.0,2025-01-02 18:23,NetBanking
TXN-202064,CUST-5440,18.0,Male,49000.83,North Zone,Home Electronics,6,310.34,0.05,2025-01-02 18:24,Credit Card
TXN-202065,CUST-5748,57.0,Male,26751.39,South Zone,Home Electronics,1,128.5,0.0,2025-01-02 18:25,Digital Wallet
TXN-202066,CUST-5239,61.0,Female,48609.63,West Zone,Apparel & Fashion,5,286.16,0.05,2025-01-02 18:26,NetBanking
TXN-202067,CUST-5377,36.0,Female,52522.54,West Zone,Beauty & Health,4,389.97,0.05,2025-01-02 18:27,Digital Wallet
TXN-202068,CUST-5266,29.0,Male,64797.77,West Zone,Books & Media,6,455.96,0.1,2025-01-02 18:28,NetBanking
TXN-202069,CUST-5926,25.0,Female,98317.09,South Zone,Apparel & Fashion,2,436.88,0.0,2025-01-02 18:29,UPI Payment
TXN-202070,CUST-5921,25.0,Female,50604.81,South Zone,Apparel & Fashion,4,466.64,0.0,2025-01-02 18:30,UPI Payment
TXN-202071,CUST-5359,78.0,Female,43060.98,South Zone,Apparel & Fashion,3,716.32,0.25,2025-01-02 18:31,NetBanking
TXN-202072,CUST-5340,70.0,Male,48781.82,West Zone,Apparel & Fashion,6,149.15,0.0,2025-01-02 18:32,UPI Payment
TXN-202073,CUST-5389,62.0,Other,64836.88,North Zone,Apparel & Fashion,6,272.41,0.0,2025-01-02 18:33,UPI Payment
TXN-202074,CUST-5577,29.0,Male,72889.76,South Zone,Beauty & Health,5,755.93,0.1,2025-01-02 18:34,UPI Payment
TXN-202075,CUST-5990,78.0,Male,75474.39,East Zone,Electronics,5,478.81,0.0,2025-01-02 18:35,Digital Wallet
TXN-202076,CUST-5689,65.0,Male,77312.6,South Zone,Books & Media,2,498.17,0.0,2025-01-02 18:36,NetBanking
TXN-202077,CUST-5003,50.0,Female,79930.77,East Zone,Electronics,6,409.22,0.0,2025-01-02 18:37,Credit Card
TXN-202078,CUST-5429,62.0,Male,56840.65,West Zone,Apparel & Fashion,5,469.11,0.0,2025-01-02 18:38,Credit Card
TXN-202079,CUST-5142,43.0,Male,99983.09,East Zone,Electronics,3,172.78,0.0,2025-01-02 18:39,NetBanking
TXN-202080,CUST-5376,56.0,Male,55436.78,South Zone,Beauty & Health,7,467.33,0.0,2025-01-02 18:40,Digital Wallet
TXN-202081,CUST-5670,45.0,Female,64022.8,South Zone,Home Electronics,7,847.61,0.0,2025-01-02 18:41,UPI Payment
TXN-202082,CUST-5324,75.0,Female,,North Zone,Electronics,7,483.53,0.1,2025-01-02 18:42,UPI Payment
TXN-202083,CUST-5146,22.0,Male,72478.86,West Zone,Books & Media,5,43.0,0.05,2025-01-02 18:43,Digital Wallet
TXN-202084,CUST-5958,25.0,Female,20544.34,East Zone,Beauty & Health,6,678.09,0.05,2025-01-02 18:44,Credit Card
TXN-202085,CUST-5293,42.0,Female,62104.26,West Zone,Home Electronics,7,340.32,0.0,2025-01-02 18:45,NetBanking
TXN-202086,CUST-5665,44.0,Female,77946.35,South Zone,Beauty & Health,1,135.28,0.1,2025-01-02 18:46,NetBanking
TXN-202087,CUST-5432,63.0,Male,37145.8,North Zone,Apparel & Fashion,4,733.9,0.1,2025-01-02 18:47,Digital Wallet
TXN-202088,CUST-5705,40.0,Female,75887.82,South Zone,Home Electronics,6,172.69,0.1,2025-01-02 18:48,UPI Payment
TXN-202089,CUST-5949,47.0,Female,69217.85,South Zone,Books & Media,3,783.09,0.1,2025-01-02 18:49,UPI Payment
TXN-202090,CUST-5975,62.0,Female,,South Zone,Home Electronics,6,378.6,0.0,2025-01-02 18:50,UPI Payment
TXN-202091,CUST-5585,64.0,Male,49199.27,East Zone,Books & Media,3,632.79,0.05,2025-01-02 18:51,NetBanking
TXN-202092,CUST-5399,40.0,Female,80424.03,South Zone,Apparel & Fashion,6,467.44,0.05,2025-01-02 18:52,Credit Card
TXN-202093,CUST-5817,66.0,Female,64952.75,West Zone,Books & Media,7,222.22,0.0,2025-01-02 18:53,NetBanking
TXN-202094,CUST-5889,64.0,Female,94671.93,West Zone,Beauty & Health,4,572.24,0.0,2025-01-02 18:54,Digital Wallet
TXN-202095,CUST-5344,37.0,Male,113541.92,North Zone,Electronics,4,814.46,0.0,2025-01-02 18:55,NetBanking
TXN-202096,CUST-5964,35.0,Male,90459.11,West Zone,Beauty & Health,3,655.46,0.0,2025-01-02 18:56,Digital Wallet
TXN-202097,CUST-5140,35.0,Female,70889.6,South Zone,Beauty & Health,6,515.59,0.25,2025-01-02 18:57,NetBanking
TXN-202098,CUST-5187,19.0,Female,104938.57,South Zone,Home Electronics,4,842.09,0.05,2025-01-02 18:58,Credit Card
TXN-202099,CUST-5805,21.0,Male,73164.34,West Zone,Apparel & Fashion,2,229.57,0.0,2025-01-02 18:59,Digital Wallet
TXN-202100,CUST-5061,47.0,Other,45203.0,North Zone,Electronics,6,58.15,0.0,2025-01-02 19:00,UPI Payment
TXN-202101,CUST-5997,50.0,Male,61273.44,North Zone,Books & Media,4,32.63,0.05,2025-01-02 19:01,UPI Payment
TXN-202102,CUST-5939,80.0,Female,76090.94,West Zone,Home Electronics,1,605.68,0.0,2025-01-02 19:02,NetBanking
TXN-202103,CUST-5380,53.0,Female,77280.15,East Zone,Apparel & Fashion,1,706.63,0.0,2025-01-02 19:03,NetBanking
TXN-202104,CUST-5710,35.0,Female,41182.6,East Zone,Electronics,2,541.84,0.0,2025-01-02 19:04,Credit Card
TXN-202105,CUST-5807,,Female,41769.65,East Zone,Beauty & Health,4,769.79,0.0,2025-01-02 19:05,Credit Card
TXN-202106,CUST-5440,36.0,Male,55685.77,East Zone,Apparel & Fashion,1,594.94,0.0,2025-01-02 19:06,UPI Payment
TXN-202107,CUST-5319,64.0,Female,71889.06,West Zone,Apparel & Fashion,7,318.77,0.05,2025-01-02 19:07,NetBanking
TXN-202108,CUST-5302,45.0,Male,74257.41,North Zone,Apparel & Fashion,6,158.57,0.0,2025-01-02 19:08,Digital Wallet
TXN-202109,CUST-5344,57.0,Female,64614.14,South Zone,Beauty & Health,5,786.36,0.0,2025-01-02 19:09,Credit Card
TXN-202110,CUST-5011,37.0,Female,46563.07,South Zone,Books & Media,4,92.99,0.05,2025-01-02 19:10,Digital Wallet
TXN-202111,CUST-5062,66.0,Female,94133.44,West Zone,Home Electronics,2,464.05,0.1,2025-01-02 19:11,Digital Wallet
TXN-202112,CUST-5845,50.0,Male,42166.93,South Zone,Books & Media,4,270.68,0.0,2025-01-02 19:12,Credit Card
TXN-202113,CUST-5226,29.0,Female,86093.3,East Zone,Electronics,3,234.71,0.05,2025-01-02 19:13,NetBanking
TXN-202114,CUST-5153,75.0,Male,75668.23,North Zone,Home Electronics,3,550.91,0.25,2025-01-02 19:14,Digital Wallet
TXN-202115,CUST-5711,68.0,Male,85686.15,West Zone,Electronics,1,200.78,0.25,2025-01-02 19:15,NetBanking
TXN-202116,CUST-5564,32.0,Female,53777.98,North Zone,Beauty & Health,3,779.37,0.1,2025-01-02 19:16,Digital Wallet
TXN-202117,CUST-5772,58.0,Female,59360.9,West Zone,Books & Media,2,348.4,0.05,2025-01-02 19:17,NetBanking
TXN-202118,CUST-5571,56.0,Female,63018.29,West Zone,Apparel & Fashion,1,577.54,0.0,2025-01-02 19:18,NetBanking
TXN-202119,CUST-5584,19.0,Male,53186.64,West Zone,Home Electronics,2,620.09,0.05,2025-01-02 19:19,NetBanking
TXN-202120,CUST-5660,80.0,Male,66167.28,West Zone,Apparel & Fashion,6,582.24,0.05,2025-01-02 19:20,NetBanking
TXN-202121,CUST-5861,46.0,Female,91213.15,North Zone,Electronics,2,768.42,0.0,2025-01-02 19:21,Credit Card
TXN-202122,CUST-5575,58.0,Female,38008.57,South Zone,Apparel & Fashion,3,200.69,0.0,2025-01-02 19:22,Digital Wallet
TXN-202123,CUST-5310,27.0,Male,49841.58,West Zone,Apparel & Fashion,6,78.17,0.05,2025-01-02 19:23,NetBanking
TXN-202124,CUST-5885,19.0,Female,47833.71,East Zone,Beauty & Health,3,52.34,0.25,2025-01-02 19:24,UPI Payment
TXN-202125,CUST-5243,,Female,60253.26,West Zone,Beauty & Health,2,746.84,0.0,2025-01-02 19:25,Digital Wallet
TXN-202126,CUST-5493,28.0,Female,59492.76,North Zone,Books & Media,3,827.44,0.0,2025-01-02 19:26,Digital Wallet
TXN-202127,CUST-5366,30.0,Female,76287.82,West Zone,Electronics,3,260.98,0.05,2025-01-02 19:27,NetBanking
TXN-202128,CUST-5330,27.0,Female,62623.88,East Zone,Beauty & Health,3,591.17,0.0,2025-01-02 19:28,Digital Wallet
TXN-202129,CUST-5107,31.0,Female,67603.34,North Zone,Beauty & Health,4,13.03,0.05,2025-01-02 19:29,UPI Payment
TXN-202130,CUST-5226,35.0,Female,,West Zone,Books & Media,6,164.8,0.0,2025-01-02 19:30,UPI Payment
TXN-202131,CUST-5825,68.0,Male,66539.98,East Zone,Home Electronics,6,587.59,0.0,2025-01-02 19:31,UPI Payment
TXN-202132,CUST-5218,71.0,Female,75011.29,North Zone,Books & Media,7,61.14,0.05,2025-01-02 19:32,Digital Wallet
TXN-202133,CUST-5937,26.0,Female,59737.02,West Zone,Apparel & Fashion,6,401.16,0.0,2025-01-02 19:33,Digital Wallet
TXN-202134,CUST-5753,74.0,Female,92457.82,East Zone,Apparel & Fashion,7,565.05,0.0,2025-01-02 19:34,NetBanking
TXN-202135,CUST-5506,56.0,Male,109019.97,North Zone,Beauty & Health,2,652.35,0.0,2025-01-02 19:35,Digital Wallet
TXN-202136,CUST-5259,45.0,Female,,West Zone,Beauty & Health,7,388.75,0.0,2025-01-02 19:36,Digital Wallet
TXN-202137,CUST-5888,20.0,Female,66217.84,North Zone,Books & Media,7,537.77,0.05,2025-01-02 19:37,NetBanking
TXN-202138,CUST-5774,37.0,Male,73554.77,East Zone,Books & Media,5,461.17,0.0,2025-01-02 19:38,UPI Payment
TXN-202139,CUST-5517,23.0,Male,41630.89,West Zone,Electronics,2,49.67,0.0,2025-01-02 19:39,NetBanking
TXN-202140,CUST-5773,44.0,Female,65331.95,West Zone,Apparel & Fashion,6,632.8,0.0,2025-01-02 19:40,Credit Card
TXN-202141,CUST-5054,70.0,Male,48470.49,West Zone,Books & Media,1,151.06,0.0,2025-01-02 19:41,Digital Wallet
TXN-202142,CUST-5047,19.0,Other,71434.57,East Zone,Home Electronics,3,32.36,0.1,2025-01-02 19:42,Digital Wallet
TXN-202143,CUST-5727,46.0,Female,48562.35,South Zone,Electronics,3,386.51,0.0,2025-01-02 19:43,Credit Card
TXN-202144,CUST-5689,55.0,Female,55621.62,West Zone,Books & Media,5,736.53,0.1,2025-01-02 19:44,Credit Card
TXN-202145,CUST-5521,20.0,Male,27368.54,East Zone,Beauty & Health,1,132.88,0.0,2025-01-02 19:45,Credit Card
TXN-202146,CUST-5099,33.0,Male,40294.95,North Zone,Books & Media,4,16.36,0.0,2025-01-02 19:46,NetBanking
TXN-202147,CUST-5020,47.0,Female,68565.17,North Zone,Beauty & Health,7,98.38,0.05,2025-01-02 19:47,UPI Payment
TXN-202148,CUST-5890,57.0,Male,45926.35,East Zone,Beauty & Health,2,312.61,0.1,2025-01-02 19:48,NetBanking
TXN-202149,CUST-5753,19.0,Female,81679.82,South Zone,Apparel & Fashion,4,495.46,0.25,2025-01-02 19:49,Credit Card
TXN-202150,CUST-5573,34.0,Male,44353.05,East Zone,Apparel & Fashion,1,168.5,0.0,2025-01-02 19:50,NetBanking
TXN-202151,CUST-5891,58.0,Male,70385.21,North Zone,Books & Media,5,682.76,0.0,2025-01-02 19:51,Digital Wallet
TXN-202152,CUST-5490,79.0,Male,47905.3,North Zone,Books & Media,1,641.66,0.1,2025-01-02 19:52,NetBanking
TXN-202153,CUST-5419,29.0,Female,69131.19,West Zone,Home Electronics,5,593.16,0.0,2025-01-02 19:53,Credit Card
TXN-202154,CUST-5690,,Other,33606.43,South Zone,Electronics,4,417.17,0.1,2025-01-02 19:54,Digital Wallet
TXN-202155,CUST-5850,60.0,Male,53616.11,East Zone,Electronics,4,313.93,0.05,2025-01-02 19:55,UPI Payment
TXN-202156,CUST-5062,18.0,Male,46345.05,North Zone,Books & Media,1,322.68,0.25,2025-01-02 19:56,NetBanking
TXN-202157,CUST-5145,72.0,Male,78339.8,North Zone,Apparel & Fashion,1,430.34,0.1,2025-01-02 19:57,NetBanking
TXN-202158,CUST-5216,62.0,Female,70551.86,North Zone,Home Electronics,7,70.79,0.0,2025-01-02 19:58,Credit Card
TXN-202159,CUST-5003,32.0,Male,39197.34,East Zone,Electronics,3,581.71,0.05,2025-01-02 19:59,UPI Payment
TXN-202160,CUST-5160,43.0,Female,58241.16,East Zone,Books & Media,5,302.35,0.0,2025-01-02 20:00,Digital Wallet
TXN-202161,CUST-5739,54.0,Female,47712.12,South Zone,Apparel & Fashion,3,195.31,0.0,2025-01-02 20:01,Credit Card
TXN-202162,CUST-5998,38.0,Female,79579.76,West Zone,Apparel & Fashion,2,240.55,0.0,2025-01-02 20:02,Credit Card
TXN-202163,CUST-5781,79.0,Male,85523.2,West Zone,Apparel & Fashion,2,157.76,0.0,2025-01-02 20:03,NetBanking
TXN-202164,CUST-5120,66.0,Other,35329.56,West Zone,Beauty & Health,1,766.87,0.05,2025-01-02 20:04,UPI Payment
TXN-202165,CUST-5893,80.0,Male,77294.01,North Zone,Apparel & Fashion,4,148.25,0.25,2025-01-02 20:05,Credit Card
TXN-202166,CUST-5089,48.0,Male,46769.02,West Zone,Books & Media,2,751.13,0.05,2025-01-02 20:06,NetBanking
TXN-202167,CUST-5329,42.0,Female,57321.04,North Zone,Home Electronics,2,488.76,0.0,2025-01-02 20:07,Digital Wallet
TXN-202168,CUST-5580,40.0,Female,62596.7,South Zone,Books & Media,3,738.06,0.1,2025-01-02 20:08,Credit Card
TXN-202169,CUST-5910,41.0,Male,95607.21,North Zone,Apparel & Fashion,3,405.85,0.1,2025-01-02 20:09,Digital Wallet
TXN-202170,CUST-5357,74.0,Male,43428.78,South Zone,Home Electronics,7,788.89,0.05,2025-01-02 20:10,Digital Wallet
TXN-202171,CUST-5610,55.0,Female,77442.87,South Zone,Electronics,7,184.1,0.05,2025-01-02 20:11,NetBanking
TXN-202172,CUST-5267,45.0,Male,40327.17,West Zone,Electronics,2,473.94,0.1,2025-01-02 20:12,UPI Payment
TXN-202173,CUST-5617,38.0,Female,39049.02,West Zone,Books & Media,1,111.77,0.0,2025-01-02 20:13,Digital Wallet
TXN-202174,CUST-5952,71.0,Female,62526.57,North Zone,Home Electronics,3,383.18,0.25,2025-01-02 20:14,Credit Card
TXN-202175,CUST-5323,60.0,Male,62402.0,East Zone,Books & Media,2,486.78,0.25,2025-01-02 20:15,UPI Payment
TXN-202176,CUST-5635,35.0,Male,9602.11,West Zone,Home Electronics,4,516.99,0.1,2025-01-02 20:16,UPI Payment
TXN-202177,CUST-5988,53.0,Male,83452.53,West Zone,Home Electronics,3,314.19,0.0,2025-01-02 20:17,NetBanking
TXN-202178,CUST-5541,52.0,Female,22426.39,East Zone,Books & Media,2,69.97,0.1,2025-01-02 20:18,Credit Card
TXN-202179,CUST-5649,62.0,Female,59300.16,East Zone,Home Electronics,7,558.92,0.0,2025-01-02 20:19,Credit Card
